age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager
47,no,travel_rarely,1454,sales,2,master,life_sciences,1,925,very_high,female,65,medium,1,sales_representative,very_high,single,3294,13137,1,y,yes,18,excellent,low,80,0,3,3,good,3,2,1,2
22,yes,travel_rarely,617,research_&_development,3,below_college,life_sciences,1,926,medium,female,34,high,2,manufacturing_director,high,married,4171,10022,0,y,yes,19,excellent,low,80,1,4,3,best,3,2,0,2
41,yes,travel_rarely,1085,research_&_development,2,master,life_sciences,1,927,medium,female,57,low,1,laboratory_technician,very_high,divorced,2778,17725,4,y,yes,13,excellent,high,80,1,10,1,good,7,7,1,0
28,no,travel_rarely,995,research_&_development,9,bachelor,medical,1,930,high,female,77,high,1,research_scientist,high,divorced,2377,9834,5,y,no,18,excellent,medium,80,1,6,2,better,2,2,2,2
39,yes,travel_rarely,1122,research_&_development,6,bachelor,medical,1,932,very_high,male,70,high,1,laboratory_technician,low,married,2404,4303,7,y,yes,21,outstanding,very_high,80,0,8,2,bad,2,2,2,2
27,no,travel_rarely,618,research_&_development,4,bachelor,life_sciences,1,933,medium,female,76,high,1,research_scientist,high,single,2318,17808,1,y,no,19,excellent,high,80,0,1,2,better,1,1,0,0
34,no,travel_rarely,546,research_&_development,10,bachelor,life_sciences,1,934,medium,male,83,high,1,laboratory_technician,medium,divorced,2008,6896,1,y,no,14,excellent,medium,80,2,1,3,better,1,0,1,0
42,no,travel_rarely,462,sales,14,college,medical,1,936,high,female,68,medium,2,sales_executive,high,single,6244,7824,7,y,no,17,excellent,low,80,0,10,6,better,5,4,0,3
33,no,travel_rarely,1198,research_&_development,1,master,other,1,939,high,male,100,medium,1,research_scientist,low,single,2799,3339,3,y,yes,11,excellent,medium,80,0,6,1,better,3,2,0,2
58,no,travel_rarely,1272,research_&_development,5,bachelor,technical_degree,1,940,high,female,37,medium,3,healthcare_representative,medium,divorced,10552,9255,2,y,yes,13,excellent,very_high,80,1,24,3,better,6,0,0,4
31,no,travel_rarely,154,sales,7,master,life_sciences,1,941,medium,male,41,medium,1,sales_representative,high,married,2329,11737,3,y,no,15,excellent,medium,80,0,13,2,best,7,7,5,2
35,no,travel_rarely,1137,research_&_development,21,below_college,life_sciences,1,942,very_high,female,51,high,2,healthcare_representative,very_high,married,4014,19170,1,y,yes,25,outstanding,very_high,80,1,10,2,bad,10,6,0,7
49,no,travel_rarely,527,research_&_development,8,college,other,1,944,low,female,51,high,3,laboratory_technician,medium,married,7403,22477,4,y,no,11,excellent,high,80,1,29,3,good,26,9,1,7
48,no,travel_rarely,1469,research_&_development,20,master,medical,1,945,very_high,male,51,high,1,research_scientist,high,married,2259,5543,4,y,no,17,excellent,low,80,2,13,2,good,0,0,0,0
31,no,non_travel,1188,sales,20,college,marketing,1,947,very_high,female,45,high,2,sales_executive,high,married,6932,24406,1,y,no,13,excellent,very_high,80,1,9,2,good,9,8,0,0
36,no,travel_rarely,188,research_&_development,7,master,other,1,949,medium,male,65,high,1,research_scientist,very_high,single,4678,23293,2,y,no,18,excellent,high,80,0,8,6,better,6,2,0,1
38,no,travel_rarely,1333,research_&_development,1,bachelor,technical_degree,1,950,very_high,female,80,high,3,research_director,low,married,13582,16292,1,y,no,13,excellent,medium,80,1,15,3,better,15,12,5,11
32,no,non_travel,1184,research_&_development,1,bachelor,life_sciences,1,951,high,female,70,medium,1,laboratory_technician,medium,married,2332,3974,6,y,no,20,outstanding,high,80,0,5,3,better,3,0,0,2
25,yes,travel_rarely,867,sales,19,college,marketing,1,952,high,male,36,medium,1,sales_representative,medium,married,2413,18798,1,y,yes,18,excellent,high,80,3,1,2,better,1,0,0,0
40,no,travel_rarely,658,sales,10,master,marketing,1,954,low,male,67,medium,3,sales_executive,medium,divorced,9705,20652,2,y,no,12,excellent,medium,80,1,11,2,good,1,0,0,0
26,no,travel_frequently,1283,sales,1,bachelor,medical,1,956,high,male,52,medium,2,sales_executive,low,single,4294,11148,1,y,no,12,excellent,medium,80,0,7,2,better,7,7,0,7
41,no,travel_rarely,263,research_&_development,6,bachelor,medical,1,957,very_high,male,59,high,1,laboratory_technician,low,single,4721,3119,2,y,yes,13,excellent,high,80,0,20,3,better,18,13,2,17
36,no,travel_rarely,938,research_&_development,2,master,medical,1,958,high,male,79,high,1,laboratory_technician,high,single,2519,12287,4,y,no,21,outstanding,high,80,0,16,6,better,11,8,3,9
19,yes,travel_rarely,419,sales,21,bachelor,other,1,959,very_high,male,37,medium,1,sales_representative,medium,single,2121,9947,1,y,yes,13,excellent,medium,80,0,1,3,best,1,0,0,0
20,yes,travel_rarely,129,research_&_development,4,bachelor,technical_degree,1,960,low,male,84,high,1,laboratory_technician,low,single,2973,13008,1,y,no,19,excellent,medium,80,0,1,2,better,1,0,0,0
31,no,travel_rarely,616,research_&_development,12,bachelor,medical,1,961,very_high,female,41,high,2,healthcare_representative,very_high,married,5855,17369,0,y,yes,11,excellent,high,80,2,10,2,bad,9,7,8,5
40,no,travel_frequently,1469,research_&_development,9,master,medical,1,964,very_high,male,35,high,1,research_scientist,medium,divorced,3617,25063,8,y,yes,14,excellent,very_high,80,1,3,2,better,1,1,0,0
32,no,travel_rarely,498,research_&_development,3,master,medical,1,966,high,female,93,high,2,manufacturing_director,low,married,6725,13554,1,y,no,12,excellent,high,80,1,8,2,best,8,7,6,3
36,yes,travel_rarely,530,sales,3,below_college,life_sciences,1,967,high,male,51,medium,3,sales_executive,very_high,married,10325,5518,1,y,yes,11,excellent,low,80,1,16,6,better,16,7,3,7
33,no,travel_rarely,1069,research_&_development,1,bachelor,life_sciences,1,969,medium,female,42,medium,2,healthcare_representative,very_high,single,6949,12291,0,y,no,14,excellent,low,80,0,6,3,better,5,0,1,4
37,yes,travel_rarely,625,sales,1,master,life_sciences,1,970,low,male,46,medium,3,sales_executive,high,married,10609,14922,5,y,no,11,excellent,high,80,0,17,2,bad,14,1,11,7
45,no,non_travel,805,research_&_development,4,college,life_sciences,1,972,high,male,57,high,2,laboratory_technician,medium,married,4447,23163,1,y,no,12,excellent,medium,80,0,9,5,good,9,7,0,8
29,no,travel_frequently,1404,sales,20,bachelor,technical_degree,1,974,high,female,84,high,1,sales_representative,very_high,married,2157,18203,1,y,no,15,excellent,medium,80,1,3,5,better,3,1,0,2
35,no,travel_rarely,1219,sales,18,bachelor,medical,1,975,high,female,86,high,2,sales_executive,high,married,4601,6179,1,y,no,16,excellent,medium,80,0,5,3,better,5,2,1,0
52,no,travel_rarely,1053,research_&_development,1,college,life_sciences,1,976,very_high,male,70,high,4,manager,very_high,married,17099,13829,2,y,no,15,excellent,medium,80,1,26,2,good,9,8,7,8
58,yes,travel_rarely,289,research_&_development,2,bachelor,technical_degree,1,977,very_high,male,51,high,1,research_scientist,high,single,2479,26227,4,y,no,24,outstanding,low,80,0,7,4,better,1,0,0,0
53,no,travel_rarely,1376,sales,2,college,medical,1,981,high,male,45,high,4,manager,high,divorced,14852,13938,6,y,no,13,excellent,high,80,1,22,3,best,17,13,15,2
30,no,travel_rarely,231,sales,8,college,other,1,982,high,male,62,high,3,sales_executive,high,divorced,7264,9977,5,y,no,11,excellent,low,80,1,10,2,best,8,4,7,7
38,no,non_travel,152,sales,10,bachelor,technical_degree,1,983,high,female,85,high,2,sales_executive,very_high,single,5666,19899,1,y,yes,13,excellent,medium,80,0,6,1,better,5,3,1,3
35,no,travel_rarely,882,sales,3,master,life_sciences,1,984,very_high,male,92,high,3,sales_executive,very_high,divorced,7823,6812,6,y,no,13,excellent,medium,80,1,12,2,better,10,9,0,8
39,no,travel_rarely,903,sales,2,doctor,life_sciences,1,985,low,male,41,very_high,3,sales_executive,high,single,7880,2560,0,y,no,18,excellent,very_high,80,0,9,3,better,8,7,0,7
40,yes,non_travel,1479,sales,24,bachelor,life_sciences,1,986,medium,female,100,very_high,4,sales_executive,medium,single,13194,17071,4,y,yes,16,excellent,very_high,80,0,22,2,good,1,0,0,0
47,no,travel_frequently,1379,research_&_development,16,master,medical,1,987,high,male,64,very_high,2,manufacturing_director,high,divorced,5067,6759,1,y,yes,19,excellent,high,80,0,20,3,best,19,10,2,7
36,no,non_travel,1229,sales,8,master,technical_degree,1,990,low,male,84,high,2,sales_executive,very_high,divorced,5079,25952,4,y,no,13,excellent,very_high,80,2,12,3,better,7,7,0,7
31,yes,non_travel,335,research_&_development,9,college,medical,1,991,high,male,46,medium,1,research_scientist,low,single,2321,10322,0,y,yes,22,outstanding,low,80,0,4,0,better,3,2,1,2
33,no,non_travel,722,sales,17,bachelor,life_sciences,1,992,very_high,male,38,high,4,manager,high,single,17444,20489,1,y,no,11,excellent,very_high,80,0,10,2,better,10,8,6,0
29,yes,travel_rarely,906,research_&_development,10,bachelor,life_sciences,1,994,very_high,female,92,medium,1,research_scientist,low,single,2404,11479,6,y,yes,20,outstanding,high,80,0,3,5,better,0,0,0,0
33,no,travel_rarely,461,research_&_development,13,below_college,life_sciences,1,995,medium,female,53,high,1,research_scientist,very_high,single,3452,17241,3,y,no,18,excellent,low,80,0,5,4,better,3,2,0,2
45,no,travel_rarely,974,research_&_development,1,master,medical,1,996,very_high,female,91,high,1,laboratory_technician,very_high,divorced,2270,11005,3,y,no,14,excellent,very_high,80,2,8,2,better,5,3,0,2
50,no,travel_rarely,1126,research_&_development,1,college,medical,1,997,very_high,male,66,high,4,research_director,very_high,divorced,17399,6615,9,y,no,22,outstanding,high,80,1,32,1,good,5,4,1,3
33,no,travel_frequently,827,research_&_development,1,master,other,1,998,high,female,84,very_high,2,healthcare_representative,medium,married,5488,20161,1,y,yes,13,excellent,low,80,1,6,2,better,6,5,1,2
41,no,travel_frequently,840,research_&_development,9,bachelor,medical,1,999,low,male,64,high,5,research_director,high,divorced,19419,3735,2,y,no,17,excellent,medium,80,1,21,2,best,18,16,0,11
27,no,travel_rarely,1134,research_&_development,16,master,technical_degree,1,1001,high,female,37,high,1,laboratory_technician,medium,married,2811,12086,9,y,no,14,excellent,medium,80,1,4,2,better,2,2,2,2
45,no,non_travel,248,research_&_development,23,college,life_sciences,1,1002,very_high,male,42,high,2,laboratory_technician,low,married,3633,14039,1,y,yes,15,excellent,high,80,1,9,2,better,9,8,0,8
47,no,travel_rarely,955,sales,4,college,life_sciences,1,1003,very_high,female,83,high,2,sales_executive,very_high,single,4163,8571,1,y,yes,17,excellent,high,80,0,9,0,better,9,0,0,7
30,yes,travel_rarely,138,research_&_development,22,bachelor,life_sciences,1,1004,low,female,48,high,1,research_scientist,high,married,2132,11539,4,y,yes,11,excellent,medium,80,0,7,2,better,5,2,0,1
50,no,travel_rarely,939,research_&_development,24,bachelor,life_sciences,1,1005,very_high,male,95,high,4,manufacturing_director,high,married,13973,4161,3,y,yes,18,excellent,very_high,80,1,22,2,better,12,11,1,5
38,no,travel_frequently,1391,research_&_development,10,below_college,medical,1,1006,high,male,66,high,1,research_scientist,high,married,2684,12127,0,y,no,17,excellent,medium,80,1,3,0,good,2,1,0,2
46,no,travel_rarely,566,research_&_development,7,college,medical,1,1007,very_high,male,75,high,3,manufacturing_director,high,divorced,10845,24208,6,y,no,13,excellent,medium,80,1,13,3,better,8,7,0,7
24,no,travel_rarely,1206,research_&_development,17,below_college,medical,1,1009,very_high,female,41,medium,2,manufacturing_director,high,divorced,4377,24117,1,y,no,15,excellent,medium,80,2,5,6,better,4,2,3,2
35,yes,travel_rarely,622,research_&_development,14,master,other,1,1010,high,male,39,medium,1,laboratory_technician,medium,divorced,3743,10074,1,y,yes,24,outstanding,very_high,80,1,5,2,bad,4,2,0,2
31,no,travel_frequently,853,research_&_development,1,below_college,life_sciences,1,1011,high,female,96,high,2,manufacturing_director,low,married,4148,11275,1,y,no,12,excellent,high,80,1,4,1,better,4,3,0,3
18,no,non_travel,287,research_&_development,5,college,life_sciences,1,1012,medium,male,73,high,1,research_scientist,very_high,single,1051,13493,1,y,no,15,excellent,very_high,80,0,0,2,better,0,0,0,0
54,no,travel_rarely,1441,research_&_development,17,bachelor,technical_degree,1,1013,high,female,56,high,3,manufacturing_director,high,married,10739,13943,8,y,no,11,excellent,high,80,1,22,2,better,10,7,0,8
35,no,travel_rarely,583,research_&_development,25,master,medical,1,1014,high,female,57,high,3,healthcare_representative,high,divorced,10388,6975,1,y,yes,11,excellent,high,80,1,16,3,good,16,10,10,1
30,no,travel_rarely,153,research_&_development,8,college,life_sciences,1,1015,medium,female,73,very_high,3,research_director,low,married,11416,17802,0,y,yes,12,excellent,high,80,3,9,4,good,8,7,1,7
20,yes,travel_rarely,1097,research_&_development,11,bachelor,medical,1,1016,very_high,female,98,medium,1,research_scientist,low,single,2600,18275,1,y,yes,15,excellent,low,80,0,1,2,better,1,0,0,0
30,yes,travel_frequently,109,research_&_development,5,bachelor,medical,1,1017,medium,female,60,high,1,laboratory_technician,medium,single,2422,25725,0,y,no,17,excellent,low,80,0,4,3,better,3,2,1,2
26,no,travel_rarely,1066,research_&_development,2,college,medical,1,1018,very_high,male,32,very_high,2,manufacturing_director,very_high,married,5472,3334,1,y,no,12,excellent,medium,80,0,8,2,better,8,7,1,3
22,no,travel_rarely,217,research_&_development,8,below_college,life_sciences,1,1019,medium,male,94,low,1,laboratory_technician,low,married,2451,6881,1,y,no,15,excellent,low,80,1,4,3,good,4,3,1,1
48,no,travel_rarely,277,research_&_development,6,bachelor,life_sciences,1,1022,low,male,97,medium,2,healthcare_representative,high,single,4240,13119,2,y,no,13,excellent,very_high,80,0,19,0,better,2,2,2,2
48,no,travel_rarely,1355,research_&_development,4,master,life_sciences,1,1024,high,male,78,medium,3,healthcare_representative,high,single,10999,22245,7,y,no,14,excellent,medium,80,0,27,3,better,15,11,4,8
41,no,travel_rarely,549,research_&_development,7,college,medical,1,1025,very_high,female,42,high,2,manufacturing_director,high,single,5003,23371,6,y,no,14,excellent,medium,80,0,8,6,better,2,2,2,1
39,no,travel_rarely,466,research_&_development,1,below_college,life_sciences,1,1026,very_high,female,65,medium,4,manufacturing_director,very_high,married,12742,7060,1,y,no,16,excellent,high,80,1,21,3,better,21,6,11,8
27,no,travel_rarely,1055,research_&_development,2,master,life_sciences,1,1027,low,female,47,high,2,manufacturing_director,very_high,married,4227,4658,0,y,no,18,excellent,medium,80,1,4,2,better,3,2,2,2
35,no,travel_rarely,802,research_&_development,10,bachelor,other,1,1028,medium,male,45,high,1,laboratory_technician,very_high,divorced,3917,9541,1,y,no,20,outstanding,low,80,1,3,4,good,3,2,1,2
42,no,travel_rarely,265,sales,5,college,marketing,1,1029,very_high,male,90,high,5,manager,high,married,18303,7770,6,y,no,13,excellent,medium,80,0,21,3,best,1,0,0,0
50,no,travel_rarely,804,research_&_development,9,bachelor,life_sciences,1,1030,low,male,64,high,1,laboratory_technician,very_high,married,2380,20165,4,y,no,18,excellent,medium,80,0,8,5,better,1,0,0,0
59,no,travel_rarely,715,research_&_development,2,bachelor,life_sciences,1,1032,high,female,69,medium,4,manufacturing_director,very_high,single,13726,21829,3,y,yes,13,excellent,low,80,0,30,4,better,5,3,4,3
37,yes,travel_rarely,1141,research_&_development,11,college,medical,1,1033,low,female,61,low,2,healthcare_representative,medium,married,4777,14382,5,y,no,15,excellent,low,80,0,15,2,bad,1,0,0,0
55,no,travel_frequently,135,research_&_development,18,master,medical,1,1034,high,male,62,high,2,healthcare_representative,medium,married,6385,12992,3,y,yes,14,excellent,very_high,80,2,17,3,better,8,7,6,7
41,no,non_travel,247,research_&_development,7,below_college,life_sciences,1,1035,medium,female,55,low,5,research_director,high,divorced,19973,20284,1,y,no,22,outstanding,medium,80,2,21,3,better,21,16,5,10
38,no,travel_rarely,1035,sales,3,master,life_sciences,1,1036,medium,male,42,high,2,sales_executive,very_high,single,6861,4981,8,y,yes,12,excellent,high,80,0,19,1,better,1,0,0,0
26,yes,non_travel,265,sales,29,college,medical,1,1037,medium,male,79,low,2,sales_executive,low,single,4969,21813,8,y,no,18,excellent,very_high,80,0,7,6,better,2,2,2,2
52,yes,travel_rarely,266,sales,2,below_college,marketing,1,1038,low,female,57,low,5,manager,very_high,married,19845,25846,1,y,no,15,excellent,very_high,80,1,33,3,better,32,14,6,9
44,no,travel_rarely,1448,sales,28,bachelor,medical,1,1039,very_high,female,53,very_high,4,sales_executive,very_high,married,13320,11737,3,y,yes,18,excellent,high,80,1,23,2,better,12,11,11,11
50,no,non_travel,145,sales,1,bachelor,life_sciences,1,1040,very_high,female,95,high,2,sales_executive,high,married,6347,24920,0,y,no,12,excellent,low,80,1,19,3,better,18,7,0,13
36,yes,travel_rarely,885,research_&_development,16,master,life_sciences,1,1042,high,female,43,very_high,1,laboratory_technician,low,single,2743,8269,1,y,no,16,excellent,high,80,0,18,1,better,17,13,15,14
39,no,travel_frequently,945,research_&_development,22,bachelor,medical,1,1043,very_high,female,82,high,3,manufacturing_director,low,single,10880,5083,1,y,yes,13,excellent,high,80,0,21,2,better,21,6,2,8
33,no,non_travel,1038,sales,8,below_college,life_sciences,1,1044,medium,female,88,medium,1,sales_representative,very_high,single,2342,21437,0,y,no,19,excellent,very_high,80,0,3,2,good,2,2,2,2
45,no,travel_rarely,1234,sales,11,college,life_sciences,1,1045,very_high,female,90,high,4,manager,very_high,married,17650,5404,3,y,no,13,excellent,medium,80,1,26,4,best,9,3,1,1
32,no,non_travel,1109,research_&_development,29,master,medical,1,1046,very_high,female,69,high,1,laboratory_technician,high,single,4025,11135,9,y,no,12,excellent,medium,80,0,10,2,better,8,7,7,7
34,no,travel_rarely,216,sales,1,master,marketing,1,1047,medium,male,75,very_high,2,sales_executive,very_high,divorced,9725,12278,0,y,no,11,excellent,very_high,80,1,16,2,good,15,1,0,9
59,no,travel_rarely,1089,sales,1,college,technical_degree,1,1048,medium,male,66,high,3,manager,very_high,married,11904,11038,3,y,yes,14,excellent,high,80,1,14,1,bad,6,4,0,4
45,no,travel_rarely,788,human_resources,24,master,medical,1,1049,medium,male,36,high,1,human_resources,medium,single,2177,8318,1,y,no,16,excellent,low,80,0,6,3,better,6,3,0,4
53,no,travel_frequently,124,sales,2,bachelor,marketing,1,1050,high,female,38,medium,3,sales_executive,medium,married,7525,23537,2,y,no,12,excellent,low,80,1,30,2,better,15,7,6,12
36,yes,travel_rarely,660,research_&_development,15,bachelor,other,1,1052,low,male,81,high,2,laboratory_technician,high,divorced,4834,7858,7,y,no,14,excellent,medium,80,1,9,3,good,1,0,0,0
26,yes,travel_frequently,342,research_&_development,2,bachelor,life_sciences,1,1053,low,male,57,high,1,research_scientist,low,married,2042,15346,6,y,yes,14,excellent,medium,80,1,6,2,better,3,2,1,2
34,no,travel_rarely,1333,sales,10,master,life_sciences,1,1055,high,female,87,high,1,sales_representative,high,married,2220,18410,1,y,yes,19,excellent,very_high,80,1,1,2,better,1,1,0,0
28,no,travel_rarely,1144,sales,10,below_college,medical,1,1056,very_high,male,74,high,1,sales_representative,medium,married,1052,23384,1,y,no,22,outstanding,medium,80,0,1,5,better,1,0,0,0
38,no,travel_frequently,1186,research_&_development,3,master,other,1,1060,high,male,44,high,1,research_scientist,high,married,2821,2997,3,y,no,16,excellent,low,80,1,8,2,better,2,2,2,2
50,no,travel_rarely,1464,research_&_development,2,master,medical,1,1061,medium,male,62,high,5,research_director,high,married,19237,12853,2,y,yes,11,excellent,very_high,80,1,29,2,good,8,1,7,7
37,no,travel_rarely,124,research_&_development,3,bachelor,other,1,1062,very_high,female,35,high,2,healthcare_representative,medium,single,4107,13848,3,y,no,15,excellent,low,80,0,8,3,good,4,3,0,1
40,no,travel_rarely,300,sales,26,bachelor,marketing,1,1066,high,male,74,high,2,sales_executive,low,married,8396,22217,1,y,no,14,excellent,medium,80,1,8,3,good,7,7,7,5
26,no,travel_frequently,921,research_&_development,1,below_college,medical,1,1068,low,female,66,medium,1,research_scientist,high,divorced,2007,25265,1,y,no,13,excellent,high,80,2,5,5,better,5,3,1,3
46,no,travel_rarely,430,research_&_development,1,master,medical,1,1069,very_high,male,40,high,5,research_director,very_high,divorced,19627,21445,9,y,no,17,excellent,very_high,80,2,23,0,better,2,2,2,2
54,no,travel_rarely,1082,sales,2,master,life_sciences,1,1070,high,female,41,medium,3,sales_executive,high,married,10686,8392,6,y,no,11,excellent,medium,80,1,13,4,better,9,4,7,0
56,no,travel_frequently,1240,research_&_development,9,bachelor,medical,1,1071,low,female,63,high,1,research_scientist,high,married,2942,12154,2,y,no,19,excellent,medium,80,1,18,4,better,5,4,0,3
36,no,travel_rarely,796,research_&_development,12,doctor,medical,1,1073,very_high,female,51,medium,3,manufacturing_director,very_high,single,8858,15669,0,y,no,11,excellent,medium,80,0,15,2,good,14,8,7,8
55,no,non_travel,444,research_&_development,2,below_college,medical,1,1074,high,male,40,medium,4,manager,low,single,16756,17323,7,y,no,15,excellent,medium,80,0,31,3,best,9,7,6,2
43,no,travel_rarely,415,sales,25,bachelor,medical,1,1076,high,male,79,medium,3,sales_executive,very_high,divorced,10798,5268,5,y,no,13,excellent,high,80,1,18,5,better,1,0,0,0
20,yes,travel_frequently,769,sales,9,bachelor,marketing,1,1077,very_high,female,54,high,1,sales_representative,very_high,single,2323,17205,1,y,yes,14,excellent,medium,80,0,2,3,better,2,2,0,2
21,yes,travel_rarely,1334,research_&_development,10,bachelor,life_sciences,1,1079,high,female,36,medium,1,laboratory_technician,low,single,1416,17258,1,y,no,13,excellent,low,80,0,1,6,good,1,0,1,0
46,no,travel_rarely,1003,research_&_development,8,master,life_sciences,1,1080,very_high,female,74,medium,2,research_scientist,low,divorced,4615,21029,8,y,yes,23,outstanding,low,80,3,19,2,better,16,13,1,7
51,yes,travel_rarely,1323,research_&_development,4,master,life_sciences,1,1081,low,male,34,high,1,research_scientist,high,married,2461,10332,9,y,yes,12,excellent,high,80,3,18,2,best,10,0,2,7
28,yes,non_travel,1366,research_&_development,24,college,technical_degree,1,1082,medium,male,72,medium,3,healthcare_representative,low,single,8722,12355,1,y,no,12,excellent,low,80,0,10,2,good,10,7,1,9
26,no,travel_rarely,192,research_&_development,1,college,medical,1,1083,low,male,59,medium,1,laboratory_technician,low,married,3955,11141,1,y,no,16,excellent,low,80,2,6,2,better,5,3,1,3
30,no,travel_rarely,1176,research_&_development,20,bachelor,other,1,1084,high,male,85,high,2,manufacturing_director,low,married,9957,9096,0,y,no,15,excellent,high,80,1,7,1,good,6,2,0,2
41,no,travel_rarely,509,research_&_development,7,college,technical_degree,1,1085,medium,female,43,very_high,1,research_scientist,high,married,3376,18863,1,y,no,13,excellent,high,80,0,10,3,better,10,6,0,8
38,no,travel_rarely,330,research_&_development,17,below_college,life_sciences,1,1088,high,female,65,medium,3,healthcare_representative,high,married,8823,24608,0,y,no,18,excellent,low,80,1,20,4,good,19,9,1,9
40,no,travel_rarely,1492,research_&_development,20,master,technical_degree,1,1092,low,male,61,high,3,healthcare_representative,very_high,married,10322,26542,4,y,no,20,outstanding,very_high,80,1,14,6,better,11,10,11,1
27,no,non_travel,1277,research_&_development,8,doctor,life_sciences,1,1094,low,male,87,low,1,laboratory_technician,high,married,4621,5869,1,y,no,19,excellent,very_high,80,3,3,4,better,3,2,1,2
55,no,travel_frequently,1091,research_&_development,2,below_college,life_sciences,1,1096,very_high,male,65,high,3,manufacturing_director,medium,married,10976,15813,3,y,no,18,excellent,medium,80,1,23,4,better,3,2,1,2
28,no,travel_rarely,857,research_&_development,10,bachelor,other,1,1097,high,female,59,high,2,research_scientist,high,single,3660,7909,3,y,no,13,excellent,very_high,80,0,10,4,best,8,7,1,7
44,yes,travel_rarely,1376,human_resources,1,college,medical,1,1098,medium,male,91,medium,3,human_resources,low,married,10482,2326,9,y,no,14,excellent,very_high,80,1,24,1,better,20,6,3,6
33,no,travel_rarely,654,research_&_development,5,bachelor,life_sciences,1,1099,very_high,male,34,medium,3,healthcare_representative,very_high,divorced,7119,21214,4,y,no,15,excellent,high,80,1,9,2,better,3,2,1,2
35,yes,travel_rarely,1204,sales,4,bachelor,technical_degree,1,1100,very_high,male,86,high,3,sales_executive,low,single,9582,10333,0,y,yes,22,outstanding,low,80,0,9,2,better,8,7,4,7
33,yes,travel_frequently,827,research_&_development,29,master,medical,1,1101,low,female,54,medium,2,research_scientist,high,single,4508,3129,1,y,no,22,outstanding,medium,80,0,14,4,better,13,7,3,8
28,no,travel_rarely,895,research_&_development,15,college,life_sciences,1,1102,low,male,50,high,1,laboratory_technician,high,divorced,2207,22482,1,y,no,16,excellent,very_high,80,1,4,5,good,4,2,2,2
34,no,travel_frequently,618,research_&_development,3,below_college,life_sciences,1,1103,low,male,45,high,2,healthcare_representative,very_high,single,7756,22266,0,y,no,17,excellent,high,80,0,7,1,good,6,2,0,4
37,no,travel_rarely,309,sales,10,master,life_sciences,1,1105,very_high,female,88,medium,2,sales_executive,very_high,divorced,6694,24223,2,y,yes,14,excellent,high,80,3,8,5,better,1,0,0,0
25,yes,travel_rarely,1219,research_&_development,4,below_college,technical_degree,1,1106,very_high,male,32,high,1,laboratory_technician,very_high,married,3691,4605,1,y,yes,15,excellent,medium,80,1,7,3,best,7,7,5,6
26,yes,travel_rarely,1330,research_&_development,21,bachelor,medical,1,1107,low,male,37,high,1,laboratory_technician,high,divorced,2377,19373,1,y,no,20,outstanding,high,80,1,1,0,good,1,1,0,0
33,yes,travel_rarely,1017,research_&_development,25,bachelor,medical,1,1108,low,male,55,medium,1,research_scientist,medium,single,2313,2993,4,y,yes,20,outstanding,medium,80,0,5,0,better,2,2,2,2
42,no,travel_rarely,469,research_&_development,2,college,medical,1,1109,very_high,male,35,high,4,manager,low,married,17665,14399,0,y,no,17,excellent,very_high,80,1,23,3,better,22,6,13,7
28,yes,travel_frequently,1009,research_&_development,1,bachelor,medical,1,1111,low,male,45,medium,1,laboratory_technician,medium,divorced,2596,7160,1,y,no,15,excellent,low,80,2,1,2,better,1,0,0,0
50,yes,travel_frequently,959,sales,1,master,other,1,1113,very_high,male,81,high,2,sales_executive,high,single,4728,17251,3,y,yes,14,excellent,very_high,80,0,5,4,better,0,0,0,0
33,no,travel_frequently,970,sales,7,bachelor,life_sciences,1,1114,very_high,female,30,high,2,sales_executive,medium,married,4302,13401,0,y,no,17,excellent,high,80,1,4,3,better,3,2,0,2
34,no,non_travel,697,research_&_development,3,master,life_sciences,1,1115,high,male,40,medium,1,research_scientist,very_high,married,2979,22478,3,y,no,17,excellent,very_high,80,3,6,2,better,0,0,0,0
48,no,non_travel,1262,research_&_development,1,master,medical,1,1116,low,male,35,very_high,4,manager,very_high,single,16885,16154,2,y,no,22,outstanding,high,80,0,27,3,good,5,4,2,1
45,no,non_travel,1050,sales,9,master,life_sciences,1,1117,medium,female,65,medium,2,sales_executive,high,married,5593,17970,1,y,no,13,excellent,very_high,80,1,15,2,better,15,10,4,12
52,no,travel_rarely,994,research_&_development,7,master,life_sciences,1,1118,medium,male,87,high,3,healthcare_representative,medium,single,10445,15322,7,y,no,19,excellent,very_high,80,0,18,4,better,8,6,4,0
38,no,travel_rarely,770,sales,10,master,marketing,1,1119,high,male,73,medium,3,sales_executive,high,divorced,8740,5569,0,y,yes,14,excellent,medium,80,2,9,2,better,8,7,2,7
29,no,travel_rarely,1107,research_&_development,28,master,life_sciences,1,1120,high,female,93,high,1,research_scientist,very_high,divorced,2514,26968,4,y,no,22,outstanding,low,80,1,11,1,better,7,5,1,7
